sentence_index sentence
4921 "A girl is posed over a statue of a dangerous animal ."
4922 "A girl sits on what appears to be a crocodile ."
4923 "A girl sitting on top of a crocodile"
4924 "A girl with red hair is sitting on a crocodile holding its jaw ."
4925 "A boy stands in the ocean lifting up his shorts ."
4926 "A child in blue shorts is standing ankle deep in the water ."
4927 "A little boy in blue shorts , glasses , and a coat stands in the surf ."
4928 "The kid is wearing a blue jacket and standing in shallow beach water ."
4929 "The small child wades ankle deep in the water on the shoreline ."
4930 "A baby looks through his crib ."
4931 "A baby , surrounded by some toys , looks out of a playpen ."
4932 "Baby in playpen with wide eyes"
4933 "Baby looking through playpen bars at camera ."
4934 "The infant is laying on its stomach , in a crib , looking up at the camera ."
4935 "A dog runs through snow in front of the woods ."
4936 "Large dog running in snow"
4937 "The dog runs through the snow ."
4938 "The German shepherd dog is running through the snow ."
4939 "The German Shepherd is running through the white snow ."
4940 "A dog lying on its back in the sand ."
4941 "A white and brown dog rolls on its back in the sand ."
4942 "The dog rolls over to scratch its back in the sand ."
4943 "The white and brown dog is rolling in the sand ."
4944 "The white dog is on its back in the sand with paws in the air ."
4945 "A dog is shaking off water ."
4946 "A dog shakes his head ."
4947 "A dog shakes off water"
4948 "A dog shakes off water and gets contorted ."
4949 "The dog is shaking water off of his body ."
4950 "A man and a boy play music as little girls watch ."
4951 "A man is playing a guitar with a child playing a harmonica while three young girls watch ."
4952 "Three children watch a man onstage playing guitar ."
4953 "Three little girls look on as a boy plays the harmonica with an adult guiutarist sitting beside him ."
4954 "Three little girls watch a band ."
4955 "a climber wearing a red headband is pulling himself up some grey rocks high above some green foliage ."
4956 "A man in a headband climbing a rock ."
4957 "a man with a red headband climbing a rock cliff looming over greenery ."
4958 "Man climbing a sheet rock face ."
4959 "Man in red headband climbing a rock"
4960 "a man looks through his binoculars while another man holds a drink ."
4961 "A man with a thermos is standing next to a man who is gazing through binoculars ."
4962 "Two men are standing together while one looks through binoculars ."
4963 "Two men look out as one is holding binoculars ."
4964 "two people standing next to each other with mountains in the distance ."
4965 "A hiker waves to the camera as he standing in front of snowcapped mountains ."
4966 "A man stands on the snow near the mountains ."
4967 "A person poses in the snow ."
4968 "A person stands in the snow at the top of a mountian , arms raised ."
4969 "A skier in the mountains ."
4970 "a lone person standing on some rocks with large snowy mountains in the background ."
4971 "A man is standing on the rocky ground in front of the mountain ."
4972 "A man standing in front of an icy mountain ."
4973 "The person is standing by the water in front of the snow topped mountains ."
4974 "The traveller pauses in front of the mountain view ."
4975 "A man in a winter jacket and knit cap stand with his arms up at his side in a snow landscape ."
4976 "A man is standing on dirt with his hands in the air with mountains and snow behind him ."
4977 "A man raises his arms on rocky beach ."
4978 "One lone man with fist in the air with large rocky mountains in the background"
4979 "Man with outstretched arms standing on snow-covered rocks ."
4980 "A male hiker wearing a green jacket is posing next to a large glacier ."
4981 "A man with a camera and an ice structure behind him ."
4982 "A man with a camera crouching on ice ."
4983 "A man with a camera kneels in front of a giant hill of snow ."
4984 "The mountain climber prepares to take a photo ."
4985 "A girl in a ballet fairy costume is touched by a wand ."
4986 "A young girl performing the nutcracker ."
4987 "The little girl is standing on a stage dressed up as a pink fairy ."
4988 "The tiny girl dressed in a butterfly ballet costume , waves her wand near a nutcracker statue ."
4989 "Young girl waving turquiose leotard and pink tutu with wings waving wand ."
4990 "A hiker is posing in front of snowy mountains ."
4991 "A hiker is standing in before the mountain holding two walking sticks ."
4992 "A man stands in front of snow covered mountains ."
4993 "A man with two ski poles stands near a mountaintop ."
4994 "The man wears a green hat and jacket while standing in front of a mountain ."
4995 "A brown chow mix dog is standing in front of a van with euro plats in the middle of a messy yard ."
4996 "A brown dog standing in a muddy yard ."
4997 "A brown dogs walks near a green van and some junk ."
4998 "A large brown dog stands in front of a green van in the yard of a house ."
4999 "A yellow dog is standing in front of a green car and next to a toilet ."
5000 "A black and gray cat stands on a contracption while two big dogs stare at it ."
5001 "Two black and white dogs are looking at a grey and white kitty ."
5002 "Two black and white dogs look at a kitten perched on some equipment ."
5003 "Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it ."
5004 "Two dogs are staring at a grey and white cat ."
5005 "a dog jumps onto the sidewalk ."
5006 "A small dog runs from the dirt onto the street"
5007 "A tan , white , and black dog runs towards a sidewalk ."
5008 "Dog leaps out ."
5009 "The brown and white dog is standing on its hind legs beside the path ."
5010 "Two dogs drink water in a lake ."
5011 "Two white dogs are drinking water out of a lake ."
5012 "Two white dogs drink from the lake ."
5013 "two white dogs drinking out of a stream"
5014 "Two white dogs walk around in shallow water ."
5015 "A little boy jumps on a toy air gun ."
5016 "A little girl is playing with a colorful toy in the ground ."
5017 "A small child jumps on a colorful toy in the street ."
5018 "A young girl playing with two plastic and foam toy rockets ."
5019 "A young girl plays on a colorful toy outside ."
5020 "A man in yellow jumps with his skis ."
5021 "A man in yellow ski jumping over a barrel ."
5022 "A man jumps while snow skiing ."
5023 "A skier catches air over the snow ."
5024 "Man skiing over a barrel in a snowy area ."
5025 "A dog is jumping in the snow ."
5026 "A large white dog is jumping in the air over a snowy area ."
5027 "a large white dog jumping up in the snow"
5028 "A white dog plays outside in a fenced yard while it snows ."
5029 "White dog playing in the snow ."
5030 "A baseball is recoiling from an action taken on a treated field watched by others ."
5031 "A baseball player on a playing field springs into action ."
5032 "A baseball player standing on the mound ."
5033 "A Philadelphia Phillie pitcher on the pitchers mound with his left leg up behind him ."
5034 "A pitcher in a red and white uniform in a baseball game has just thrown the ball ."
5035 "A boy is being watched as he leaps up in the air on a trampoline ."
5036 "A boy without a shirt on is jumping in the air almost upside down ."
5037 "A guy standing is watching another guy in midair ."
5038 "A shirtless teenager bounces on a trampoline as other children watch ."
5039 "Kids jumping with one boy in midair ."
5040 "A black dog is leaping into a creek ."
5041 "A black dog is leaping over a stream of running water ."
5042 "A black dog jumping off a river bank near a wooded area ."
5043 "A wet black dog jumping into a lake ."
5044 "A wet black dog leaps across a stream ."
5045 "A boy being swarmed by pigeons , marble building in the background ."
5046 "A boy is surrounded by pigeons ."
5047 "pigeons attack a blonde boy ."
5048 "Pigeons swarm all over a boy ."
5049 "There are birds on the boy"
5050 "A girl skiing ."
5051 "A woman on a ski slope ."
5052 "A woman skier smiles for the camera while on a snowy slope ."
5053 "A woman standing on a snowy hill about to ski ."
5054 "A woman with a blue jacket is posing for a picture while skiing down a mountain"
5055 "A man and woman walking on the sand with water in the background ."
5056 "A man carrying a baby walks next to a woman along the beach ."
5057 "A woman and a man carrying a small child walking on a rocky beach ."
5058 "Two individuals standing on a beach ."
